3180.04,0.578,1.541,0.015,1.4063705803539723
3180.05,0.584,1.824,0.018,1.3274435392511426
3180.11,0.593,1.989,0.018,1.1288256253140903
3180.16,0.538,1.614,0.015,1.0265612855719262
3180.17,0.517,1.663,0.017,1.0589470676440573
3180.18,0.581,1.901,0.016,1.393386831787508
3180.22,0.521,1.512,0.016,1.2233211156414623
3180.23,0.507,1.523,0.017,1.304784096413082
3180.26,0.519,1.811,0.015,1.4465825942921944
3180.28,0.581,1.679,0.019,1.3826399258793545
3180.29,0.572,1.583,0.018,1.088162427784893
3180.31,0.59,1.733,0.016,1.17455412782065
3180.34,0.535,1.65,0.016,1.2127393628094654
3180.5,0.553,1.969,0.016,1.2523795553704364
3180.51,0.523,1.791,0.019,1.0846760620084621
3180.54,0.589,1.944,0.017,1.0357611722174218
3180.54,0.55,1.803,0.017,1.2421438717996582
3180.54,0.532,1.627,0.015,1.2033011203717505
3180.56,0.511,1.916,0.016,1.1140092735514011
3180.58,0.5,1.652,0.018,1.2201041753521056
3180.73,0.526,1.964,0.017,1.3668694556601937
3180.74,0.512,1.796,0.019,1.0515236223640976
3180.76,0.59,1.963,0.018,1.4708903192942868
3180.77,0.511,1.612,0.018,1.3932502565536353
3180.77,0.538,1.729,0.017,1.0979310705394054
3180.81,0.585,1.501,0.016,1.0319531993607114
3180.86,0.563,1.811,0.015,1.4440765726386513
3180.87,0.537,1.809,0.016,1.4376142940980463
3180.89,0.51,1.658,0.019,1.4775771531439916
3180.91,0.529,1.821,0.018,1.4022373410438849
3181.01,0.542,1.952,0.019,1.4808607198622252
3181.05,0.559,1.801,0.018,1.1802578721839305
3181.09,0.531,1.599,0.019,1.1006513718384245
3181.11,0.599,1.943,0.019,1.2476806276834962
3181.13,0.541,1.67,0.016,1.4107175629418982
3181.18,0.568,1.955,0.015,1.069212333359713
3181.18,0.563,1.892,0.015,1.3890058733158273
3181.22,0.572,1.792,0.018,1.3449788174250825
3181.25,0.595,1.987,0.017,1.1946044308592438
3181.26,0.511,1.972,0.018,1.2819938914557976
3181.26,0.523,1.653,0.017,1.4830288325387078
3181.3,0.562,1.578,0.016,1.115304053340676
3181.3,0.592,1.708,0.016,1.2349787541114368
3181.4,0.531,1.565,0.015,1.4378759967357735
3181.52,0.536,1.658,0.016,1.3547082845483862
3181.54,0.514,1.716,0.016,1.1574352049663224
3181.59,0.598,1.624,0.019,1.059038246764771
3181.62,0.561,1.718,0.016,1.4188346794654398
3181.63,0.592,1.705,0.017,1.2421640304815182
3181.63,0.547,1.82,0.015,1.2901520313331158
3181.66,0.538,1.93,0.016,1.4381208610502318
3181.66,0.569,1.956,0.018,1.2105369571415536
3181.68,0.57,1.624,0.019,1.4731966183179503
3181.7,0.595,1.638,0.018,1.02569186286519
3181.72,0.59,1.608,0.019,1.2817945094133274
3181.81,0.523,1.583,0.019,1.0052181885870957
3181.82,0.56,1.511,0.015,1.1585030060191992
3181.83,0.583,1.562,0.017,1.3945254186122338
3181.85,0.532,1.796,0.017,1.3938754186935958
3181.86,0.532,1.587,0.019,1.3905568576882275
3181.89,0.53,1.691,0.016,1.220575722338265
3181.89,0.515,1.771,0.019,1.0455767982510222
3182.02,0.532,1.569,0.019,1.1790081617246888
3182.08,0.594,1.665,0.016,1.473171055052543
3182.08,0.571,1.591,0.016,1.121776689769672
3182.08,0.535,1.981,0.019,1.3982281396767993
3182.12,0.5,1.863,0.019,1.308236452506541
3182.16,0.545,1.971,0.019,1.1289065643219924
3182.19,0.546,1.988,0.016,1.047905458312894
3182.25,0.555,1.807,0.016,1.2482461217192768
3182.26,0.548,1.795,0.019,1.187182964252446
3182.29,0.511,1.702,0.016,1.0459439056717394
3182.29,0.56,1.771,0.019,1.3839056458058965
3182.35,0.596,1.858,0.017,1.3111386125432811
3182.35,0.598,1.598,0.019,1.4710808039142977
3182.36,0.502,1.898,0.015,1.2198940789520403
