5430.02,0.567,1.902,0.019,1.275118032656898
5430.04,0.508,1.794,0.018,1.0069192407574987
5430.05,0.544,1.879,0.019,1.4239979338616822
5430.05,0.529,1.599,0.019,1.0631719265699722
5430.07,0.541,1.986,0.018,1.1570850027430182
5430.09,0.544,1.902,0.016,1.3115533222770652
5430.11,0.502,1.98,0.018,1.0889795411399155
5430.11,0.585,1.937,0.016,1.4287449224002207
5430.12,0.525,1.607,0.015,1.2774577390143897
5430.17,0.563,1.69,0.018,1.3672088182977358
5430.19,0.555,1.538,0.015,1.382044501330294
5430.19,0.577,1.666,0.017,1.4372567847060314
5430.2,0.572,1.613,0.017,1.237615142058447
5430.2,0.522,1.948,0.016,1.4386166775422113
5430.25,0.544,1.872,0.016,1.4185078836234355
5430.26,0.588,1.947,0.016,1.299993415947471
5430.26,0.538,1.812,0.018,1.193858138558638
5430.32,0.539,1.87,0.019,1.3810257375426822
5430.4,0.568,1.655,0.016,1.088837970884461
5430.4,0.54,1.782,0.019,1.16819458201044
5430.43,0.581,1.653,0.018,1.2315073550362556
5430.45,0.579,1.71,0.015,1.3311939988354258
5430.46,0.572,1.647,0.017,1.0732399261295669
5430.46,0.57,1.619,0.015,1.4620282561941143
5430.53,0.538,1.719,0.019,1.328678417804718
5430.54,0.529,1.967,0.016,1.2348182215749022
5430.54,0.552,1.822,0.015,1.4487460017329732
5430.57,0.531,1.951,0.019,1.4381086634042437
5430.59,0.53,1.818,0.015,1.0724541409542772
5430.6,0.59,1.845,0.015,1.1458009480708116
5430.62,0.531,1.614,0.016,1.1579782700403918
5430.63,0.506,1.669,0.015,1.1725158145769856
5430.71,0.551,1.675,0.018,1.1929245008029605
5430.73,0.528,1.543,0.017,1.4843007956488856
5430.75,0.504,1.796,0.018,1.0465243492243101
5430.75,0.596,1.952,0.018,1.3032918863872762
5430.77,0.582,1.731,0.016,1.0497401525680794
5430.78,0.556,1.744,0.018,1.1127633274070856
5430.79,0.584,1.823,0.018,1.1442206918215216
5430.79,0.53,1.795,0.018,1.2337182497421577
5430.8,0.504,1.986,0.018,1.192075356860195
5430.8,0.573,1.769,0.015,1.3062918865457955
5430.8,0.53,1.563,0.016,1.0864084742743918
5430.85,0.56,1.741,0.017,1.187466183953378
5430.89,0.53,1.814,0.018,1.158083685039414
5430.92,0.57,1.623,0.016,1.2750976005584518
5430.94,0.512,1.981,0.016,1.3685107608363924
5430.95,0.502,1.581,0.015,1.4082126351610227
5430.97,0.55,1.793,0.016,1.1906743693146935
5430.98,0.514,1.505,0.015,1.4468861477813
5430.98,0.578,1.55,0.018,1.3929409550586824
5431.01,0.534,1.816,0.018,1.304535253158528
5431.01,0.587,1.667,0.016,1.0737091195042312
5431.03,0.553,1.583,0.019,1.42060411859338
5431.04,0.559,1.903,0.018,1.428654571965203
5431.06,0.55,1.585,0.017,1.1728126927840832
5431.07,0.526,1.916,0.015,1.2639315915386664
5431.08,0.562,1.776,0.015,1.3153436427613507
5431.12,0.511,1.909,0.019,1.4199922293075777
5431.13,0.591,1.805,0.017,1.4861493925908364
5431.17,0.588,1.958,0.015,1.2922560590999073
5431.19,0.591,1.924,0.019,1.0154494590975522
5431.21,0.539,1.611,0.015,1.4998287108397568
5431.22,0.577,1.698,0.018,1.23199961678997
5431.22,0.522,1.8,0.017,1.1859645130031118
5431.24,0.545,1.525,0.015,1.3719359299969613
5431.31,0.519,1.617,0.016,1.4987794603941587
5431.31,0.596,1.98,0.017,1.2143499068232415
5431.32,0.512,1.599,0.018,1.2558402408095983
5431.34,0.58,1.619,0.017,1.4327051337549175
5431.35,0.551,1.702,0.019,1.187038288799092
5431.4,0.567,1.843,0.015,1.4825964361323225
5431.4,0.55,1.663,0.017,1.1161223582766788
5431.41,0.583,1.522,0.016,1.0234050229297902
5431.41,0.59,1.665,0.017,1.227838010252211
5431.43,0.508,1.985,0.019,1.3365096355197421
5431.43,0.53,1.638,0.017,1.272741620417498
5431.45,0.554,1.766,0.017,1.072809166209319
5431.48,0.548,1.599,0.015,1.3937364448202583
5431.49,0.5,1.512,0.015,1.047302480177075
5431.5,0.579,1.978,0.016,1.0316276157968733
5431.5,0.595,1.946,0.015,1.3093145222656
5431.62,0.522,1.655,0.015,1.1139480318790722
5431.64,0.593,1.688,0.017,1.1932403533014384
5431.64,0.595,1.997,0.018,1.2551624221266304
5431.65,0.589,1.571,0.015,1.453012632472375
5431.67,0.571,1.702,0.015,1.0364643737714152
5431.69,0.549,1.654,0.016,1.4870524457949712
5431.72,0.551,1.718,0.019,1.13516501514598
5431.73,0.584,1.595,0.018,1.2289607524128237
5431.74,0.541,1.922,0.016,1.3537535775020717
5431.74,0.58,1.908,0.018,1.304360278934337
5431.78,0.575,1.802,0.019,1.2114625776572747
5431.79,0.522,1.586,0.017,1.06521281494138
5431.8,0.597,1.905,0.016,1.1565793721606736
5431.8,0.577,1.733,0.019,1.4588610467921355
5431.83,0.575,1.616,0.018,1.4183797616481049
5431.83,0.596,1.683,0.018,1.1855767012568472
5431.87,0.586,1.998,0.016,1.4467764029716637
5431.87,0.539,1.845,0.015,1.0151626414890313
5431.89,0.552,1.656,0.018,1.186948256382825
5431.94,0.514,1.565,0.015,1.3168653798748469
5431.94,0.542,1.987,0.019,1.405439084504105
5431.99,0.502,1.915,0.015,1.2811329057519094
5432.0,0.536,1.763,0.015,1.2467513267188979
5432.02,0.53,1.727,0.015,1.4948861562458045
5432.04,0.55,1.755,0.018,1.1808921873073737
5432.04,0.534,1.747,0.016,1.0117615632629833
5432.05,0.547,1.941,0.019,1.0601765945841983
