1050.03,0.558,1.898,0.015,1.0508763150243006
1050.08,0.567,1.577,0.018,1.4332808602915403
1050.09,0.559,1.891,0.016,1.3986101823813235
1050.11,0.522,1.501,0.018,1.3908299861715423
1050.12,0.54,1.601,0.019,1.3856378753541823
1050.14,0.597,1.617,0.019,1.2694782134017255
1050.15,0.592,1.993,0.016,1.1865759601743966
1050.17,0.508,1.64,0.018,1.4801626218020159
1050.22,0.551,1.618,0.017,1.2881054781137662
1050.26,0.576,1.812,0.016,1.078834252538085
1050.28,0.567,1.503,0.016,1.2899597872291533
1050.28,0.536,1.854,0.016,1.3316216985236613
1050.29,0.564,1.811,0.019,1.47577124780656
1050.3,0.504,1.569,0.016,1.1948292605431385
1050.3,0.511,1.794,0.019,1.3930969226749719
1050.35,0.544,1.807,0.018,1.3617023236755565
1050.35,0.589,1.756,0.019,1.152767216495599
1050.4,0.512,1.77,0.017,1.188922436754466
1050.46,0.534,1.749,0.016,1.431003435212221
1050.56,0.51,1.96,0.016,1.15819890144174
1050.61,0.561,1.905,0.015,1.3121429525094084
1050.63,0.55,1.956,0.019,1.1716844623381926
1050.67,0.583,1.78,0.017,1.035541754278474
1050.68,0.542,1.513,0.019,1.4470265295220988
1050.75,0.55,1.756,0.015,1.2150497495669221
1050.76,0.558,1.613,0.017,1.4745013985600142
1050.8,0.562,1.565,0.017,1.3253988819671112
1050.81,0.532,1.716,0.018,1.238938059288365
1050.85,0.598,1.52,0.017,1.1431451227830172
1050.86,0.579,1.825,0.015,1.1264162213532007
1050.87,0.558,1.891,0.017,1.3817694224612473
1050.9,0.528,1.722,0.017,1.2202236497084469
1050.94,0.549,1.587,0.015,1.2496693981299498
1050.96,0.537,1.951,0.015,1.0482870343577955
1050.97,0.578,1.691,0.018,1.319132834620202
1050.99,0.5,1.893,0.016,1.2221834564917118
1051.04,0.544,1.582,0.016,1.3741850009091505
1051.07,0.564,1.711,0.019,1.357771198353157
1051.07,0.54,1.817,0.017,1.454525992457213
1051.08,0.517,1.965,0.018,1.4850293009297886
1051.09,0.537,1.721,0.017,1.2168768589334644
1051.11,0.503,1.599,0.015,1.1255232224470695
1051.16,0.591,1.609,0.017,1.2816049649955015
1051.16,0.513,1.842,0.018,1.4891735434955893
1051.16,0.547,1.62,0.017,1.3290581088297093
1051.2,0.523,1.958,0.015,1.484114439145193
1051.29,0.575,1.586,0.019,1.0891969260195422
1051.3,0.505,1.927,0.018,1.0400243354764376
1051.35,0.586,1.681,0.018,1.3839002273531764
1051.38,0.549,1.793,0.018,1.2575100866180169
1051.39,0.588,1.925,0.015,1.3158203107493955
1051.45,0.522,1.756,0.015,1.245620247006903
1051.45,0.561,1.869,0.019,1.2834247179163336
1051.53,0.532,1.591,0.018,1.4604577802880028
1051.57,0.527,1.765,0.018,1.0247008256426313
1051.58,0.56,1.74,0.019,1.4603047433248064
1051.61,0.562,1.703,0.017,1.3320129449388816
1051.72,0.587,1.667,0.018,1.2766087501793306
1051.72,0.508,1.574,0.019,1.2803560809695484
1051.74,0.558,1.796,0.019,1.1816370868744153
1051.83,0.562,1.622,0.015,1.3384005623441344
1051.83,0.56,1.886,0.018,1.2824213062385401
1051.84,0.593,1.721,0.019,1.3512791474747194
1051.87,0.505,1.83,0.017,1.3824169373565292
1051.91,0.509,1.975,0.016,1.2511894451498218
1051.92,0.598,1.731,0.017,1.0570613017889685
1051.98,0.503,1.859,0.015,1.0115753468919848
1052.01,0.585,1.516,0.016,1.298893085623164
1052.03,0.538,1.925,0.016,1.3662627373364633
1052.03,0.584,1.609,0.017,1.3351156751490887
1052.03,0.56,1.507,0.018,1.0552705025735896
1052.1,0.5,1.713,0.016,1.0390054262123494
1052.1,0.579,1.677,0.015,1.139053363824221
1052.13,0.531,1.935,0.019,1.403060877118973
1052.16,0.573,1.83,0.019,1.3751394596204416
1052.16,0.544,1.677,0.016,1.1169949291518932
1052.28,0.526,1.912,0.019,1.2773726502362557
1052.28,0.574,1.642,0.016,1.2915203343619206
1052.31,0.535,1.8,0.016,1.0078457260059106
1052.37,0.536,1.758,0.016,1.2568189636214575
1052.44,0.579,1.551,0.015,1.3450629073220026
1052.48,0.552,1.954,0.015,1.3448291503029701
1052.48,0.556,1.698,0.019,1.0253467120053652
1052.52,0.505,1.864,0.017,1.0911324271346379
1052.54,0.5,1.589,0.019,1.3781348110869214
1052.57,0.58,1.745,0.015,1.3043923975803655
1052.57,0.535,1.689,0.017,1.1401771236358178
1052.65,0.55,1.666,0.016,1.0887200530394847
1052.67,0.523,1.618,0.019,1.4126060855485352
1052.71,0.545,1.631,0.016,1.3266300013544168
1052.78,0.544,1.92,0.018,1.299910668583072
1052.79,0.528,1.633,0.016,1.1220335543366877
1052.82,0.543,1.511,0.015,1.421807373124044
1052.83,0.54,1.894,0.018,1.0154441637756082
1052.87,0.55,1.673,0.019,1.2202069507048998
1052.93,0.514,1.718,0.019,1.2882464587261269
1052.98,0.503,1.967,0.016,1.2060218307252162
1053.03,0.572,1.974,0.016,1.2134744989383142
1053.06,0.585,1.865,0.019,1.345884488532695
1053.21,0.577,1.895,0.019,1.3232266068145655
1053.22,0.517,1.716,0.015,1.2994411303728608
1053.23,0.568,1.572,0.017,1.1617345805862818
1053.24,0.563,1.508,0.016,1.0791651928710482
1053.29,0.54,1.702,0.015,1.3305019943194085
1053.42,0.586,1.839,0.018,1.0022609499360824
1053.46,0.58,1.875,0.019,1.0997410996221677
1053.51,0.555,1.518,0.017,1.205841088777346
1053.52,0.538,1.62,0.016,1.022535603392075
1053.52,0.515,1.767,0.016,1.138408578424541
1053.55,0.594,1.977,0.015,1.2684788305939063
1053.56,0.52,1.996,0.018,1.3851359721107093
1053.63,0.532,1.618,0.016,1.3451274953347048
1053.76,0.588,1.697,0.016,1.1105040351103308
1053.76,0.576,1.832,0.016,1.4021295353531413
1053.86,0.559,1.917,0.017,1.206947920162268
1053.91,0.52,1.519,0.016,1.4719090150831915
1053.92,0.542,1.666,0.017,1.1237446776533369
1053.99,0.518,1.892,0.018,1.1724733762569908
1053.99,0.563,1.993,0.019,1.118671007632859
1054.0,0.556,1.985,0.017,1.0652709090994579
1054.0,0.594,1.744,0.016,1.371286268963043
1054.01,0.554,1.649,0.017,1.4153612978358208
1054.02,0.527,1.756,0.017,1.16363716400608
1054.04,0.584,1.924,0.016,1.0578900966640756
1054.08,0.523,1.994,0.019,1.4581755266677874
1054.08,0.563,1.932,0.019,1.3730562260442911
1054.08,0.516,1.849,0.016,1.3386215302173015
1054.11,0.519,1.732,0.019,1.4828741394700358
1054.2,0.571,1.511,0.018,1.3924403546638278
1054.21,0.568,1.903,0.019,1.462713866345903
1054.24,0.564,1.702,0.016,1.2821542840900078
1054.25,0.553,1.735,0.018,1.01635742607845
1054.3,0.568,1.641,0.018,1.211768953343681
1054.37,0.561,1.585,0.017,1.4219507713381734
1054.49,0.592,1.897,0.018,1.2182309202290367
1054.5,0.502,1.616,0.019,1.2034472266713618
1054.53,0.595,1.893,0.019,1.388690395517144
1054.59,0.51,1.861,0.018,1.0004469766138895
1054.59,0.554,1.503,0.018,1.0583304255164276
1054.65,0.513,1.55,0.019,1.4491545742875316
1054.7,0.568,1.979,0.018,1.4715383451250181
1054.7,0.573,1.535,0.016,1.463884702783369
1054.73,0.531,1.772,0.015,1.3812364726681077
1054.77,0.574,1.931,0.015,1.4911555585970353
1054.8,0.508,1.683,0.015,1.1903081434819864
1054.85,0.507,1.974,0.015,1.2454830580127307
1054.86,0.574,1.577,0.018,1.310674831373973
1054.88,0.592,1.517,0.019,1.1700107782856373
1054.92,0.519,1.811,0.015,1.0790930974286521
1054.96,0.582,1.531,0.018,1.2536550891275438
1054.98,0.527,1.748,0.017,1.028686265331194
1055.0,0.515,1.604,0.017,1.1593978816807642
1055.02,0.509,1.936,0.019,1.0375264946209644
1055.07,0.578,1.661,0.019,1.3068632061591439
1055.09,0.51,1.548,0.018,1.4537653532799582
1055.09,0.538,1.82,0.019,1.4836298385330113
1055.16,0.559,1.564,0.019,1.4340451381243005
1055.2,0.502,1.911,0.017,1.206766119376613
1055.22,0.523,1.903,0.017,1.1324335590265289
1055.23,0.584,1.723,0.015,1.1912295994054283
1055.25,0.539,1.569,0.016,1.3479504573747985
1055.31,0.536,1.618,0.016,1.4158946057913397
1055.32,0.54,1.76,0.019,1.3760593470828635
1055.34,0.544,1.97,0.016,1.3422725896129053
1055.39,0.595,1.627,0.018,1.476336622089803
1055.4,0.552,1.889,0.016,1.1191665358752756
1055.43,0.546,1.729,0.016,1.0757393432487232
1055.43,0.542,1.965,0.018,1.2719775237312656
1055.5,0.543,1.869,0.018,1.4781311775987989
1055.5,0.561,1.567,0.015,1.0617744727423526
1055.53,0.546,1.568,0.017,1.4751735225099547
1055.55,0.503,1.981,0.018,1.1759640581146755
1055.62,0.538,1.822,0.016,1.0954282207996697
1055.64,0.514,1.935,0.019,1.2827355936608016
1055.66,0.54,1.874,0.018,1.3923921181574526
1055.68,0.59,1.737,0.016,1.118777358094773
1055.71,0.574,1.666,0.019,1.228747434591749
1055.72,0.505,1.653,0.017,1.3380294799061272
1055.73,0.559,1.977,0.019,1.0073038451133143
1055.73,0.518,1.598,0.018,1.1044826333833495
1055.77,0.581,1.929,0.016,1.3582018472355237
1055.84,0.528,1.791,0.017,1.2393786557825515
1055.85,0.566,1.555,0.019,1.0896855640503171
1055.87,0.565,1.825,0.016,1.197150514631881
1055.89,0.521,1.77,0.018,1.3126815524474553
1055.92,0.584,1.814,0.019,1.330928723814924
1055.99,0.593,1.833,0.019,1.3541223699351548
1056.09,0.538,1.555,0.017,1.2735111445503808
1056.12,0.593,1.878,0.015,1.4816519219227329
1056.19,0.502,1.709,0.015,1.3619527723242515
1056.24,0.519,1.979,0.019,1.1156979292611897
1056.28,0.581,1.58,0.019,1.2912788190008357
1056.3,0.573,1.621,0.018,1.2862788071744875
1056.31,0.564,1.533,0.019,1.1750261863980402
1056.31,0.59,1.819,0.016,1.3217490818576558
1056.36,0.573,1.519,0.018,1.235469225253555
1056.44,0.52,1.561,0.017,1.134001934309688
1056.48,0.527,1.682,0.018,1.466090016662668
1056.5,0.589,1.656,0.015,1.2004572737195138
1056.51,0.541,1.78,0.018,1.0557446082711905
1056.51,0.563,1.782,0.018,1.4946488494157868
1056.55,0.592,1.91,0.015,1.4887905908902828
1056.6,0.525,1.868,0.015,1.299172796780928
1056.71,0.53,1.753,0.015,1.1568193107434435
1056.76,0.508,1.504,0.018,1.318522798011165
1056.77,0.59,1.935,0.015,1.1784552915749595
1056.79,0.585,1.579,0.017,1.032557631720986
1056.81,0.551,1.547,0.015,1.2281504272571806
1056.82,0.53,1.514,0.018,1.4424744336682775
1056.86,0.577,1.535,0.019,1.10067145083742
